area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,WESLEY DAVISON BRAGA MELO,1,Discente,PETRONIO GOMES LOPES JUNIOR,2,Sem categoria,RAFAEL ANTONELLO,3,Docente,STENIO FLAVIO DE LACERDA FERNANDES,4,Docente,DJAMEL FAWZI HADJ SADOK,5,,,,,,,,,,,,,MEIO DIGITAL,-,Ilha da Madeira,Portugal,IEEE Symposium on Computers and Communications (ISCC),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,On the Performance of DPI Signature Matching with Dynamic Priority,[http://www.ieee-iscc.org/2014/Program/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE PERFORMANCE OF DPI SIGNATURE MATCHING WITH DYNAMIC PRIORITY,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,IMPRESS - Intelligent System Development Platform for Intelligent and Sustainable Society,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,ELDER MACEDO RODRIGUES,1,Sem categoria,LEONARDO PASSOS,2,Docente,LEOPOLDO MOTTA TEIXEIRA,3,Sem categoria,AVELINO ZORZO,4,Sem categoria,FLAVIO OLIVEIRA,5,Sem categoria,RODRIGO SAAD,6,,,,,,,,,,MEIO DIGITAL,-,"Vancouver, Canada",Canadá,The 26th International Conference on Software Engineering and Knowledge Engineering,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of The 26th International Conference on Software Engineering and Knowledge Engineering,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE REQUIREMENTS AND DESIGN DECISIONS OF AN IN-HOUSE COMPONENT-BASED SPL AUTOMATED ENVIRONMENT,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Participante Externo,PABLO ANDRETTA JASKOWIAK,1,Sem categoria,"RICARDO J.G.B. CAMPELLO,",2,Docente,IVAN GESTEIRA COSTA FILHO,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Inglês,,-,-,Trabalho Completo,-,-,,http://www.biomedcentral.com/1471-2105/15/S2/S2,15,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE SELECTION OF APPROPRIATE DISTANCES FOR GENE EXPRESSION DATA CLUSTERING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,-,10.1186/1471-2105-15-s2-s2,-,BMC Bioinformatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,THIAGO LESSA PRATA,1,Docente,TSANG ING REN,2,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Rio de Janeiro,Brasil,"Workshop on Vision-based Human Activity Recognition (VBHAR) - Conference on Graphics, Patterns and Images (SIBGRAPI)",-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,"Workshop on Vision-based Human Activity Recognition (VBHAR) - Conference on Graphics, Patterns and Images (SIBGRAPI)",[http://emap.fgv.br/sibgrapi-2014/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON-LINE CASCADE BOOSTED CLASSIFIER FOR FACE TRACKING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),PROCESSAMENTO DE IMAGENS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,GEORGE GOMES CABRAL,1,Docente,ADRIANO LORENA INACIO DE OLIVEIRA,2,,,,,,,,,,,,,,,,,,,,,,http://www.sciencedirect.com/science/article/pii/S0957417414003170,,,,,16,VÁRIOS,,7182,Inglês,41,-,7199,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ONE-CLASS CLASSIFICATION BASED ON SEARCHING FOR THE PROBLEM FEATURES LIMITS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,10.1016/j.eswa.2014.05.037,Expert Systems with Applications,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,GEORGE GOMES CABRAL,1,Docente,ADRIANO LORENA INACIO DE OLIVEIRA,2,,,,,,,,,,,,,,,,,,,,,,IMPRESSO,-,"San Diego, EUA",Estados Unidos,"2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC2014)",-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,"Proc. of 2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC2014)",[http://smc2014.org/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ONE-CLASS CLASSIFICATION FOR HEART DISEASE DIAGNOSIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,RINALDO JOSE DE LIMA,1,Participante Externo,Bernard Espinasse,2,Discente,HILARIO TOMAZ ALVES DE OLIVEIRA,3,Docente,FREDERICO LUIZ GONCALVES DE FREITAS,4,,,,,,,,,,,,,,,,IMPRESSO,-,"Las Vegas, Nevada, EUA",Estados Unidos,The International Conference on Information Technology - New Generations (ITNG),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 11th International Conference on Information Technology - New Generations (ITNG),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ONTOLOGY POPULATION FROM THE WEB: AN INDUCTIVE LOGIC PROGRAMMING-BASED APPROACH,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,ERICO AUGUSTO CAVALCANTI GUEDES,1,Discente,LUIS EDUARDO TENORIO SILVA,2,Docente,PAULO ROMERO MARTINS MACIEL,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Madeira,Portugal,The IEEE 19th Symposium on Computers and Communications (ISCC 2014),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. in IEEE 19th ISCC,[http://www.ieee-iscc.org/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERFORMABILITY ANALYSIS OF I/O BOUND APPLICATION ON CONTAINER-BASED SERVER VIRTUALIZATION CLUSTER,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,MARCUS A. DE Q. V. LIMA,1,Docente,PAULO ROMERO MARTINS MACIEL,2,Sem categoria,BRUNO SILVA,3,Discente,ALMIR PEREIRA GUIMARAES,4,,,,,,,,,,,,,,,,[http://www.sciencedirect.com/science/article/pii/S0166531614000868],,,,,-,MEIO DIGITAL,,27,Inglês,80,-,42,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERFORMABILITY EVALUATION OF EMERGENCY CALL CENTER,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,MODELAGEM E AVALIAÇÃO DE DESEMPENHO DE SISTEMAS COMUNICANTES,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,10.1016/j.peva.2014.07.023,Performance Evaluation,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,ERICA TEIXEIRA GOMES DE SOUSA,1,Participante Externo,FERNANDO ANTONIO AIRES LINS,2,Docente,EDUARDO ANTONIO GUIMARAES TAVARES,3,Docente,PAULO ROMERO MARTINS MACIEL,4,,,,,,,,,,,,,,,,VÁRIOS,-,Alask,Brasil,IEEE International Conference on Cloud Computing,0,Inglês,0,1,0,TRABALHO COMPLETO,-,0,IEEE International Conference on Cloud Computing,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERFORMANCE AND COST MODELING STRATEGY FOR CLOUD INFRASTRUCTURE PLANNING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Docente,PAULO ROMERO MARTINS MACIEL,1,Discente,RUBENS DE SOUZA MATOS JUNIOR,2,Discente,BRUNO SILVA,3,Participante Externo,GUSTAVO RAU DE ALMEIDA CALLOU,4,Sem categoria,"BARRETO, DANIEL",5,Sem categoria,"ARAUJO, JULIAN",6,Sem categoria,"ARAUJO, JEAN",7,Sem categoria,"ALVES, VANDI",8,Sem categoria,"WORTH, STEPHEN",9,MEIO DIGITAL,-,San Diego,Estados Unidos,"2014 IEEE International Conference on Systems, Man and Cybernetics SMC",-,Inglês,9781479938407,-,3370,TRABALHO COMPLETO,-,-,"2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",[http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6974448],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERFORMANCE EVALUATION OF SHEEPDOG DISTRIBUTED STORAGE SYSTEM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,VANILSON ANDRE DE ARRUDA BUREGIO,1,Discente,LEANDRO MARQUES DO NASCIMENTO,2,Docente,NELSON SOUTO ROSA,3,Docente,SILVIO ROMERO DE LEMOS MEIRA,4,,,,,,,,,,,,,,,,VÁRIOS,-,"Seoul, Korea",Brasil,SOCM 2014 (Workshop at WWW 2014),-,Português,-,872,867,TRABALHO COMPLETO,-,-,2nd International Workshop on the Theory and Practice of Social Machines,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERSONAL APIS AS AN ENABLER FOR DESIGNING AND IMPLEMENTING PEOPLE AS SOCIAL MACHINES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,INES - INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA PARA ENGENHARIA DE SOFTWARE,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELIGÊNCIA COMPUTACIONAL,Discente,BRUNO ALMEIDA PIMENTEL,1,Docente,RENATA MARIA MENDES CARDOSO,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,,,,,-,inglês,,291,263,Trabalho Completo,-,-,,http://www.worldscientific.com/doi/pdf/10.1142/S0218488514500135,22,UNIVERSIDADE FEDERAL DE PERNAMBUCO,POSSIBILISTIC CLUSTERING METHODS FOR INTERVAL-VALUED DATA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ANÁLISE DE DADOS SIMBÓLICOS E/OU NUMÉRICOS E MÉTODOS AFINS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,-,10.1142/s0218488514500135,-,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Docente,PAULO JORGE LEITAO ADEODATO,1,Discente,MAILSON MELO DOS SANTOS FILHO,2,Discente,RODRIGO LINS RODRIGUES,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Dourados-MS,Brasil,25º Simpósio Brasileiro de Informática na Educação (SBIE 2014),-,Português,-,5,1,TRABALHO COMPLETO,-,-,Anais do 25º Simpósio Brasileiro de Informática na Educação (SBIE 2014),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PREDIÇÃO DE DESEMPENHO DE ESCOLAS PRIVADAS USANDO O ENEM COMO INDICADOR DE QUALIDADE ESCOLAR,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCO DE DADOS,Discente,CRISHANE AZEVEDO FREIRE,1,Sem categoria,NICOLLE CHAVES CYSNEIROS,2,Docente,ANA CAROLINA BRANDAO SALGADO,3,Participante Externo,DAMIRES YLUSKA DE SOUZA FERNANDES,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Lisboa,Portugal,16th International Conference on Enterprise Information Systems,-,Inglês,-,80,70,TRABALHO COMPLETO,-,-,Proc of ICEIS 2014,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PRESERVING THE ORIGINAL QUERY SEMANTICS IN ROUTING PROCESSES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,ADENILTON JOSE DA SILVA,1,Participante Externo,WILSON ROSA DE OLIVEIRA JUNIOR,2,Docente,TERESA BERNARDA LUDERMIR,3,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Bruges,Bélgica,European Symposium on Artificial Neural Networks 2014,-,Inglês,978-287419095,552,547,TRABALHO COMPLETO,-,-,Proceedings European Symposium on Artificial Neural Networks 2014,[http://https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2014-83.pdf],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PROBABILISTIC AUTOMATA SIMULATION WITH SINGLE LAYER WEIGHTLESS NEURAL NETWORKS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES NEURAIS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCO DE DADOS,Discente,CLAUDIVAN CRUZ LOPES,1,Docente,VALERIA CESARIO TIMES,2,Participante Externo,Stan Matwin,3,Participante Externo,RICARDO RODRIGUES CIFERRI,4,Participante Externo,CRISTINA DUTRA DE AGUIAR CIFERRI,5,,,,,,,,,,,,,IMPRESSO,-,"Munich, Germany",Alemanha,DaWaK 2014 (LNCS 8646),-,Inglês,-,207,195,RESUMO EXPANDIDO,-,-,16th International Conference on Data Warehousing and Knowledge Discovery,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PROCESSING OLAP QUERIES OVER AN ENCRYPTED DATA WAREHOUSE STORED IN THE CLOUD,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,ALEXIS F. TINOCO-SALAZAR,1,Sem categoria,DANIEL C. NASCIMENTO,2,Sem categoria,JOSÉ CARLOS DA SILVA LACAVA,3,Docente,ODILON MAROJA DA COSTA PEREIRA FILHO,4,,,,,,,,,,,,,,,,IMPRESSO,-,Curitiba,Brasil,MOMAG 2014: 16º SBMO - Simpósio Brasileiro de Micro-ondas e Optoeletrônica e 11º CBMag - Congresso Brasileiro de Eletromagnetismo,-,Português,978-85-7014-1,105,100,TRABALHO COMPLETO,-,-,Anais do MOMAG 2014,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PROJETOS DE ANTENAS DE MICROFITA CILÍNDRICAS CIRCULARMENTE POLARIZADAS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,DORGIVAL PEREIRA DA SILVA NETTO,1,Docente,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,2,,,,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,João Pessoa,Brasil,II Workshop de Dissertações (WDPPGI),-,Português,-,-,-,RESUMO EXPANDIDO,-,-,II Workshop de Dissertações (WDPPGI),[http://www.ppgi.di.ufpb.br/?page_id=2174],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PROPOSTA DE UMA TECNICA ORIENTADA A OBJETIVOS COM ESPECIFICAÇÃO DE CENÁRIOS E SEPARAÇÃO DE INTERESSES TRANSVERSAIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,RODRIGO SANTOS,1,Discente,GEORGE AUGUSTO VALENCA SANTOS,2,Sem categoria,DAVI VIANA,3,Sem categoria,BERNADO ESTÁCIO,4,Sem categoria,AWDREN FONTÃO,5,Sem categoria,SABRINA MARCZAK,6,Sem categoria,CLAUDIA WERNER,7,Docente,CARINA FROTA ALVES,8,Participante Externo,TAYANA UCHOA CONTE,9,IMPRESSO,-,Maceio,Brasil,"VIII Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas de Sistemas",-,Português,-,-,-,TRABALHO COMPLETO,-,-,"VIII Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas de Sistemas",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,QUALIDADE EM ECOSSISTEMAS DE SOFTWARE: DESAFIOS E OPORTUNIDADES DE PESQUISA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participante Externo,RAFAEL PRIKLADNICKI,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,FABIO NOGUEIRA DE SOUZA,1,Discente,DAVID JUNIO MOTA CAVALCANTI,2,Discente,TARCISIO COUTINHO DA SILVA,3,Docente,NELSON SOUTO ROSA,4,,,,,,,,,,,,,,,,VÁRIOS,-,Anchorage,Estados Unidos,2014 IEEE International Conference on Services Computing (SCC),-,Português,9781479950669,122,115,TRABALHO COMPLETO,-,-,2014 IEEE International Conference on Services Computing,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,RANKING STRATEGIES FOR QUALITY-AWARE SERVICE SELECTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Docente,ALEXANDRE CABRAL MOTA,1,Participante Externo,ADALBERTO CAJUEIRO DE FARIAS,2,Discente,ANDRE LUIS RIBEIRO DIDIER,3,Sem categoria,"WOODCOCK, JIM",4,,,,,,,,,,,,,,,,,,,,,,Capítulo,,,,2014,-,,-,Idioma Estrangeiro,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,RAPID PROTOTYPING OF A SEMANTICALLY WELL FOUNDED CIRCUS MODEL CHECKER,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,LIVRO,BIBLIOGRAFICA,2014,,,-,,-,-,Springer International Publishing,-,-,http://link.springer.com/10.1007/978-3-319-10431-7_17,Didática,-,-,-,-,-,9783319104300,COLETÂNEA,-,Obra Digital / Eletrônica,-,-,SOFTWARE ENGINEERING AND FORMAL METHODS,-,-,Brasil,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,FABRICIO DE SIQUEIRA TELES,1,Participante Externo,FERNANDO ANTONIO AIRES LINS,2,Docente,NELSON SOUTO ROSA,3,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Xi&apos;an,China,2014 IEEE International Conference on Computer and Information Technology (CIT),-,Inglês,9781479962396,457,450,TRABALHO COMPLETO,-,-,2014 IEEE International Conference on Computer and Information Technology,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,REALIZING QUALITY ATTRIBUTES OF SERVICE-BASED BUSINESS PROCESSES: A MODEL-DRIVEN APPROACH,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
